Store No.,Name,Latitude,Longitude,Address,Street,City,State,Zip_Code,County,Phone,Fax,Open Hours,URL,Provider,Updated Date,Country,Status,Direction URL,Stock Ticker,Photo Reference,Allergy Region
WZ,Quest Diagnostics - Marietta,33.970591,-84.550288,"790 Church St Nw Ste 200, Marietta, GA, 30060",790 Church St Nw Ste 200,Marietta,GA,30060,Cobb,770-590-1303,770-590-7460,Monday-Friday 7:30 am-5:00 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/790+Church+St+Nw+Ste+200,+Marietta,+GA,+30060,+USA/",DGX:NYSE,ATtYBwLdsxsGeJAlZcQotKI2nSbgZIUqOQMHEuDauuSfNEr-7XN7hSKuFlFsbGSkoGBDeDzQD9--B_9vgiV6Ih8MFXXlnZjtOd8XRu_dH_KohOT5ZHIS_C0asTF_whhOp5iUlOuwT72pV8K-LVxl12Chu2LSE6S65oyXqka1Hvig_532X96Z,3
J4T,Quest Diagnostics - Midtown Peachtree Street,33.7684926,-84.3861174,"550 Peachtree St Ne Ste 1775, Atlanta, GA, 30308",550 Peachtree St Ne Ste 1775,Atlanta,GA,30308,Fulton,404-524-4649,404-524-4689,Monday-Friday 8:00 am-4:30 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/550+Peachtree+St+Ne+Ste+1775,+Atlanta,+GA,+30308,+USA/",DGX:NYSE,ATtYBwLSzUDOu5-ACTOaJBvHKP_OWxL85x2XbmXY0KUmu1g7BG2Pq3oY6Yv6gBESA6cPrPwp_EdPiys7p8oSHTHCxd8jM9KdS73ik38qoCVeUCJx_pjsxbPSjGtNmsTjHGdPDcUi264-W_XRWCWztVnnrO02BjQ1eBc0NmviVqdxNJ2rIWg3,3
IK1,Quest Diagnostics - Northpoint Alpharetta,34.0753636,-84.2605716,"3055 N Point Pkwy Ste 300, Alpharetta, GA, 30005",3055 N Point Pkwy Ste 300,Alpharetta,GA,30005,Fulton,470-367-4762,770-521-9789,Monday-Friday 7:30 am-5:00 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/3055+N+Point+Pkwy+Ste+300,+Alpharetta,+GA,+30005,+USA/",DGX:NYSE,ATtYBwKbZ-mxFleJhvnkLT4ZA43E4MuArgM8c13_7EgtP8NCKUUMyoAueqvHenfU4_AqRk63u4ffUSta8gXG22UBt7dVJMBN1W9py0-tiUG0bYa2LKCIaS6RVfJiVeG1A7kL6EwwxfbNfDR4v-fJdT11TKB0sAPr6qcHj555FsW61sRb5XTO,3
RU,Quest Diagnostics - Riverdale ,33.576698,-84.388702,"83 Upper Riverdale Rd Sw Ste 120, Riverdale, GA, 30274",83 Upper Riverdale Rd Sw Ste 120,Riverdale,GA,30274,Clayton,770-991-2032,770-996-3198,Monday-Friday 7:00 am-1:00 pm & 2:00 pm-4:00 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/83+Upper+Riverdale+Rd+Sw+Ste+120,+Riverdale,+GA,+30274,+USA/",DGX:NYSE,ATtYBwLnfB1OXHpqNQi7ZrH3PcTzvdx3f5gcxBROkePXMG0pHDb52o5YzaWFZwskENoIg7wZoy9WipNzkGUX1DWljW02l559DHcY0Wan_m6iTL0opg9gxJT_L68pAJima5VFghw6I-HxrjRu4F90T8Rw4lmXoY_TNBBSKqWZUIdHCwOWLVmF,3
FQC,Quest Diagnostics - Rome ,34.24519114,-85.16571522,"15 Riverbend Drive Suite 110, Rome, GA, 30161",15 Riverbend Drive Suite 110,Rome,GA,30161,Floyd,706-331-7915,706-234-1095,Monday-Friday 8:00 am-5:00 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/15+Riverbend+Drive+Suite+110,+Rome,+GA,+30161,+USA/",DGX:NYSE,ATtYBwJRUZ7Wo3IrOojHJXuH-mOlYdCwawFszSvWVG4qC0po5w2k5-nm8woFo9SazveWqXw7z79y3Gd5Z7pul8gud93tEtNh47DwGkm0zezTaINnfW1X4VnD1JlcunfMIQPAgJ86t9keCAAuKhNIhtFqrAKym4aJ68rKzq4E2xnvT81okq8G,3
GSN,Quest Diagnostics - Snellville,33.8823946,-84.0110697,"1630 Scenic Hwy N Ste 17, Snellville, GA, 30078",1630 Scenic Hwy N Ste 17,Snellville,GA,30078,Gwinnett,470-484-0094,770-978-7978,Monday-Friday 7:30 am-4:30 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/1630+Scenic+Hwy+N+Ste+17,+Snellville,+GA,+30078,+USA/",DGX:NYSE,ATtYBwKondFCvAPeajFU9Z1Syn2xfDxA6WHcvJEl5HdXZe3XdUiKmuKQOTugONrR2NXeUDWE8rdIGV1hOJrBq3gRNtHw5tJT-Uhoq6Ytgi_SsKDgpWpW-vYu_P3eJ4CEGcAw1YAa3RQ2VZZWU0YHg_gM8zLla7hwg9XjMipimog175BgE_hA,3
FPU,Quest Diagnostics - St. Joseph ,33.9103244,-84.3503519,"5673 Peachtree Dunwoody Rd Ste 745, Atlanta, GA, 30342",5673 Peachtree Dunwoody Rd Ste 745,Atlanta,GA,30342,Fulton,404-257-5576,404-252-4240,Monday-Friday 8:00 am-5:00 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/5673+Peachtree+Dunwoody+Rd+Ste+745,+Atlanta,+GA,+30342,+USA/",DGX:NYSE,ATtYBwIHqzvXhY4acut004iD85EU-K_ZVe_NLFVk5682xG5Xgt_qJzjxmyDIX6TmSW3hqG0L2xSS7KjopkALuiddbai2ifJ2AFXfsgYCMDpDtU43W6H_yBfkfN-6_NcH-eGWJRJGoCAwfD23fT7Bowio3dWM5OLD3oZCmDbSwebaEehqTOO8,3
LJ2,Quest Diagnostics - Statesboro,32.408994,-81.7653909,"1601 Fair Rd Ste 1100, Statesboro, GA, 30458",1601 Fair Rd Ste 1100,Statesboro,GA,30458,Bulloch,912-871-4221,912-871-4222,m-th 7:30 am-4:30 pm|f 7:30 am-12:30 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/1601+Fair+Rd+Ste+1100,+Statesboro,+GA,+30458,+USA/",DGX:NYSE,ATtYBwKOkHesCcT6jKLWo5FFoI0EGQvJv3rcr8-olj20QhJdzoayjaTpV1nNK5VEdDRf_G-c2D5xGc90JKtemjs_jN4e3AMXhngrvg5SCR3I-mh0OfhiPuSvc5GwopQDI5sl_p7ivNVLfwMVqLl-nz1thwDub8j7803G-er1gzBvyyJWVb0,3
C7F,Quest Diagnostics - Stockbridge,33.507687,-84.2213339,"285 Country Club Drive Ste 200, Stockbridge, GA, 30281",285 Country Club Drive Ste 200,Stockbridge,GA,30281,Henry,470-408-4083,770-474-4450,Monday-Friday 7:00 am-4:00 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/285+Country+Club+Drive+Ste+200,+Stockbridge,+GA,+30281,+USA/",DGX:NYSE,ATtYBwJcvcpEc-ec380NTsnceFAYEQ2C7B424EIC2bLSjAKmz8Csg0NiPVHrgbXiIcveFD0hybtFx0JBIpWrb5rbL9bL6YAQUCxYdG9HwuUdhQn-S0eduE47zJO7Pxzs4ju4wNaZU0rNNE4b6oqem3ci1zgv0i8nolQqA-YsR0XHLtKci2Tp,3
ZGQ,Quest Diagnostics - Valdosta,30.8704116,-83.2837456,"341 Northside Dr, Valdosta, GA, 31602",341 Northside Dr,Valdosta,GA,31602,Lowndes,229-300-9219,229-333-0208,Monday-Friday 7:00 am-12:30 pm & 1:30 pm-4:00 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/341+Northside+Dr,+Valdosta,+GA,+31602,+USA/",DGX:NYSE,ATtYBwJ7Kx8G-Zz0iJtR_6PkoB--PcQCkWbm38L2frY5FZT3Xh5aVqZ_1dsawY41d6Szce9ykSFIaYT5dRxzVP-PUbJ8acBfUpiW6FYfXhZkpQYmMhBJT-V5v4CfY9SK2rruEwAeBNvA5eVYteAVBg37awEx_H3ZECnDwBxvRZNS7S__wMrh,3
LJ5,Quest Diagnostics - Vidalia,32.2021172,-82.3915507,"512 Maple Dr, Vidalia, GA, 30474",512 Maple Dr,Vidalia,GA,30474,Toombs,912-537-9831,912-537-9832,m-th 7:30 am-12:30 pm & 1:30 pm-4:30 pm|f 7:30 am-12:30 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/512+Maple+Dr,+Vidalia,+GA,+30474,+USA/",DGX:NYSE,ATtYBwK5cud-NsM3OYOOOIZ6iCvcfXNeQ2zpx3BZxauusTbex1PAQn9D5PB3bxCMtrzHyTXBoISNh5mzPnkPYwsCWftWAd1EH4A5jVmswgzDGzy45wB8ZuLLo8h9jhoopa3o-atCtSOSpd-FL64bM2dThlE0-5Q_D7Uvk5BdIANIOhseJFo,3
XJ7,Quest Diagnostics - Asheville,35.5803012,-82.5505707,"417 Biltmore Ave Ste 4c, Asheville, NC, 28801",417 Biltmore Ave Ste 4c,Asheville,NC,28801,Buncombe,828-259-0684,828-350-1577,Monday-Friday 8:30 am-5:00 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/417+Biltmore+Ave+Ste+4c,+Asheville,+NC,+28801,+USA/",DGX:NYSE,ATtYBwJgU0V9Re95DGuq2oGlOsMvc4d3iYPYVXNU_NyTFPIS-xqpSxD8k0FWUElA_KmWn3vrgpKHZhLrykMHrRYyaagF_bWjEc_-mVvinDX11wl-lHagWpfs7w9QDiiw5tvc1qAYPfFrLgEqgQ0R3beHqCHxUJZ8Hy7uT-1lNFXFQUkvwkVY,2
IYG,Quest Diagnostics - Benson Area Medical,35.4196629,-78.5366753,"3333 Nc Highway 242 N Ste B, Benson, NC, 27504",3333 Nc Highway 242 N Ste B,Benson,NC,27504,Johnston,919-207-1321,919-207-1101,Monday-Friday 8:00 am-5:00 pm|sa 8:00 am-12:00 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/3333+Nc+Highway+242+N+Ste+B,+Benson,+NC,+27504,+USA/",DGX:NYSE,ATtYBwLHX6XE5xKjiCfkJoKEVS_-vIzYWFY8Ip4Xia9IqURJu2VGNgC97Gq-Rhs6d0pYF3T-jMQ0uy7gw3TjZMUqwZzJ8-uWARqjQ0erwazD-luXBZsqhL4qvb0_0dvTTPsUtfG6SfLstpwDVkR79q_4vb74rK9aopgjkc12S5yzBLE99Jtj,2
MB6,Quest Diagnostics - Carmel Commons,35.0848915,-80.8480124,"11111 Carmel Commons Blvd Ste 220, Charlotte, NC, 28226",11111 Carmel Commons Blvd Ste 220,Charlotte,NC,28226,Mecklenburg,980-297-1515,704-544-7778,Monday-Friday 8:00 am-12:00 pm & 1:00 pm-5:00 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/11111+Carmel+Commons+Blvd+Ste+220,+Charlotte,+NC,+28226,+USA/",DGX:NYSE,ATtYBwLEen-P8m75IVZmrdTS3DDeFyATRzZEWPx3AnNVJssj4B1TFuoD2yljMxqtoB1CasZdlSnhmc5yme_5MwV-WVI-_WNCLHgKQMExhj4ad67zTG02vVu5zlmrQYtu6pVKCi-KXk4Vbe17sJ3uvrmUVUR67XGftjiUMGXlZLCuCGK0Bqad,2
YXX,Quest Diagnostics - Cary Internal Medicine ,35.75724,-78.780608,"103 Baines Court, Cary, NC, 27511",103 Baines Court,Cary,NC,27511,Wake,919-481-1151,919-481-2631,Monday-Friday 8:00 am-5:00 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/103+Baines+Court,+Cary,+NC,+27511,+USA/",DGX:NYSE,ATtYBwK7e-e61X8C5tEzVZOqgim1Jq5VhFfaIAIfVWKdxmQWmInJ9MgqLBQ8_bGHIGOhAd20SdIr_xD_dnymaw06kz3USIE4brMnmFf7Qg0uQncc0VFzkJff5_QjlJDt_9QeZq7I-vhB11JIn8rjS4FqXbOlsmXkHqq1bpmdCxI4_gnpmbwq,2
UJ9,Quest Diagnostics - Charlotte Midtown Medical Plaza ,35.209707,-80.824964,"1918 Randolph Rd Ste 140, Charlotte, NC, 28207",1918 Randolph Rd Ste 140,Charlotte,NC,28207,Mecklenburg,704-343-5671,704-375-2658,Monday-Friday 8:00 am-1:00 pm & 2:00 pm-4:00 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/1918+Randolph+Rd+Ste+140,+Charlotte,+NC,+28207,+USA/",DGX:NYSE,ATtYBwLT3RQh0u2F3a-nvT0M9V7n8HZz_FRM-VvmauY00aDbyMerwjQiCv5P-sfehFMRaly3_SW8ZyxFUwn2uvBVKSyvfHgOcbFtBKJQ56C5RbYjlP3K6fw6LwG70XhndAnUZ0srSZYWcjCEuOSiJwzAp5CozQcV9UmBmn8F07pKgxGwn6Xe,2
CDM,Quest Diagnostics - Charlotte Randolph,35.189449,-80.809323,"3541 Randolph Rd Ste 110, Charlotte, NC, 28211",3541 Randolph Rd Ste 110,Charlotte,NC,28211,Mecklenburg,704-366-9558,704-366-5171,Monday-Friday 8:00 am-5:00 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/3541+Randolph+Rd+Ste+110,+Charlotte,+NC,+28211,+USA/",DGX:NYSE,ATtYBwKoHASOyEE_WJcftcUg4yJ32apS1iDXU1rA5k0xKseIEI4W6LjTtWXbWJgwl__mtMWrhHm2Bgq7jsQ5nPueojqqEfZu1RkJE_zHdutfyzIeVhjN7YbxApJbfO86aeRwujeS3-HUm_RVqg00qNwZu55b2pND3_9xHO8lBmGlUhaNffkw,2
WJ3,Quest Diagnostics - Church,36.0886497,-79.7839012,"1002 N Church St Ste 405, Greensboro, NC, 27401",1002 N Church St Ste 405,Greensboro,NC,27401,Guilford,336-333-2225,336-333-0035,Monday-Friday 7:00 am-5:00 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/1002+N+Church+St+Ste+405,+Greensboro,+NC,+27401,+USA/",DGX:NYSE,,2
J7O,Quest Diagnostics - Fayetteville 405 Owen Drive,35.0386349,-78.9329345,"405 Owen Dr 2nd Floor, Fayetteville, NC, 28304",405 Owen Dr 2nd Floor,Fayetteville,NC,28304,Cumberland,910-354-2320,910-486-1634,Monday-Friday 7:00 am-4:30 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/405+Owen+Dr+2nd+Floor,+Fayetteville,+NC,+28304,+USA/",DGX:NYSE,,2
YJ7,Quest Diagnostics - Goldsboro Nc,35.3979914,-77.959874,"2400 Wayne Memorial Dr Suite D, Goldsboro, NC, 27534",2400 Wayne Memorial Dr Suite D,Goldsboro,NC,27534,Wayne,919-735-5440,919-735-5524,m-th 7:00 am-12:00 pm & 1:00 pm-3:00 pm|f 8:00 am-12:00 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/2400+Wayne+Memorial+Dr+Suite+D,+Goldsboro,+NC,+27534,+USA/",DGX:NYSE,ATtYBwJW32BNF-hudpPyJAizNkZ3SNFAUhnWxoKn3LFOTGL8_abYAX6I7XOOCi5Mp_Z1U6jjl_sLpM4f7euwbfzIngBfcvAukLrlzJghrVKWRz-A9eE-vECsHAqV_HBnI-RqNU0rrlfwLYJ0m0JqVg-3a9uNr4IW8WIBoU66MHZ_BeXpK3Fx,2
VJ6,Quest Diagnostics - Greenville Emerald Place ,35.6001483,-77.4076127,"2459 Emerald Pl Suite 106, Greenville, NC, 27834",2459 Emerald Pl Suite 106,Greenville,NC,27834,Pitt,252-695-6178,252-695-6183,Monday-Friday 8:30 am-12:30 pm & 1:30 pm-5:00 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/2459+Emerald+Pl+Suite+106,+Greenville,+NC,+27834,+USA/",DGX:NYSE,ATtYBwKPgCfYuy0meo3jwQ0RRVUBjd_p4zNng97T10Xb3VnZ33cGmsb6KMtnvcq_Uq7XPCqSYobPpjt2NmjiQUtPWzCLep-ZfNDGDa-2zBO1Wk_aAC1mbWojy-d7vNvMok5cQXbmkh9c8OhDJzvrnNH2T5DohBOqGmo-Shq3N4wB1OzABpa3,2
RCR,Quest Diagnostics - Henderson,36.333981,-78.446747,"381 Ruin Creek Rd, Henderson, NC, 27536",381 Ruin Creek Rd,Henderson,NC,27536,Vance,252-438-2261,252-438-8746,m-th 8:00 am-7:00 pm|f-su 8:00 am-5:00 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/381+Ruin+Creek+Rd,+Henderson,+NC,+27536,+USA/",DGX:NYSE,ATtYBwKBvB83fqwDI-JnB05x23DV2N2U8yx28Og0CKtZo96E52jfNJlszT5ddL5dJ-lDq-Cf0IIZ-Pg9BlOHxNZmDk7Pi-XSxxroM-xLppnk6G3JcILq45pKhwXEGo4Z0-6WnZOhzK2ia_9Ht6yk3fwEkgR3iZkFTj5vC6HT7nMrDrnZiSoC,2
VJ7,Quest Diagnostics - Hickory,35.7306896,-81.309437,"1781 Tate Blvd South East Suite 206, Hickory, NC, 28602",1781 Tate Blvd South East Suite 206,Hickory,NC,28602,Catawba,828-304-1232,828-304-1149,m-th 8:00 am-12:00 pm & 1:00 pm-5:00 pm|f 8:00 am-11:00 am & 1:00 pm-3:00 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/1781+Tate+Blvd+South+East+Suite+206,+Hickory,+NC,+28602,+USA/",DGX:NYSE,ATtYBwL_ljpfhpHIsT5sZ4_1LauABVtjOxwesrKv7pVmcwvplR7Ku2T1kiPCg0WdHSXz07B0Ztymi23DX6x1RD6soLFAAIUEcJPessICx0cMmpzWD1-SnRSTNpSfM9dBP7AsVY7NHmjjd-A91DQ4LISK7elA01N6HkO-xMY6H3f6WnRKScRn,2
A8W,Quest Diagnostics - High Point Lindsay Street,35.9660014,-80.0156322,"1011 N Lindsay Street, High Point, NC, 27262",1011 N Lindsay Street,High Point,NC,27262,Guilford,743-201-0627,336-886-0076,Monday-Friday 7:30 am-1:00 pm & 2:00 pm-4:30 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/1011+N+Lindsay+Street,+High+Point,+NC,+27262,+USA/",DGX:NYSE,ATtYBwKkEoDua588GqHykMmg3tvbL6pr9x1Yq6xXdppAMqDpf4IoSTkfJ5uD52j0iYBqg1gm6lYSy845zjM95J5WYFVlHeqdGNJ7PKL0oIYd7cgQkC9q0mfF5969hQ9hwKex3mToaWH3vmjqmZ0cLuhlBMiaLtjBEWvE4DrLM1Q2MaJr-r18,2
F6A,Quest Diagnostics - Inside Raleigh Walmart #4484 - All Urine Drug Screens By Appointment Only,35.8700193,-78.565046,"8000 Town Dr, Raleigh, NC, 27616",8000 Town Dr,Raleigh,NC,27616,Wake,919-772-2853,919-790-1233,Monday-Friday 7:00 am-12:30 pm & 1:30 pm-4:00 pm|sa 7:00 am-11:30 am & 12:00 pm-2:00 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/8000+Town+Dr,+Raleigh,+NC,+27616,+USA/",DGX:NYSE,,99
AK1,Quest Diagnostics - Kernersville ,36.0814752,-80.0638831,"1635 Nc Highway 66 S Ste 135, Kernersville, NC, 27284",1635 Nc Highway 66 S Ste 135,Kernersville,NC,27284,Forsyth,336-996-2775,336-996-5952,Monday-Friday 7:00 am-5:00 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/1635+Nc+Highway+66+S+Ste+135,+Kernersville,+NC,+27284,+USA/",DGX:NYSE,ATtYBwKwUh2mZOvkHmnajF8mgtV9F8jQgGZFmQbUdsSSzdTDrtAsVgadBAuJkTyPNxab61amRJXGrZAXWg2Ck9DSL732PmM7agzyA7GuBC8SbJ_DrSCR7_yNj1Y8Pe_TM4L9e4f4TuFdEgL5pfbVu89iAIGjuX6DqjhJLEC__LATHC1HPk6M,2
AK3,Quest Diagnostics - Raleigh New Bern,35.7879131,-78.5898861,"3031 New Bern Ave Suite 300, Raleigh, NC, 27610",3031 New Bern Ave Suite 300,Raleigh,NC,27610,Wake,919-250-0358,919-231-0453,m-th 8:00 am-12:30 pm & 1:30 pm-5:00 pm|f 8:00 am-12:00 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/3031+New+Bern+Ave+Suite+300,+Raleigh,+NC,+27610,+USA/",DGX:NYSE,ATtYBwKOpBBvLeX5gJH7bOY2XMtfglIdW_bkhl3RCYI3A0hRirAu9dH1wSbhOHZrQMHmkqYwpxykuc-jBoQndCGmn6FIKPZIl5tJdeUBIpf9VLDKyZYlmwi8h5w1jPQtPD1u8G7AQLb8DzaFFr5C8t9fZGG97-Bj3FqOm6IwhNaa37NcrhlQ,2
YJ4,Quest Diagnostics - Reidsville South Main ,36.353356,-79.665873,"621 S Main St Suite 202, Reidsville, NC, 27320",621 S Main St Suite 202,Reidsville,NC,27320,Rockingham,336-342-0217,336-342-0247,Monday-Friday 7:00 am-5:00 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/621+S+Main+St+Suite+202,+Reidsville,+NC,+27320,+USA/",DGX:NYSE,ATtYBwLVHa-oz8ajiDeLVKYB_rjg0fZZ30GoaYTP64-jNifjq4rjvxiuPG068PZUcLGxGPZfZLKBgnaF2q86l6y3qpC_v1T-Ctm9tTxoSzNVH2EADMHvfD9lsTqpSHKofpJzcMkrzjmY78E7saZaqyI4WTpP0vi9Q0iPejc7EXlXn4f48aO3,2
DU1,Quest Diagnostics - Salisbury,35.6818003,-80.472582,"611 Mocksville Ave Suite 201, Salisbury, NC, 28144",611 Mocksville Ave Suite 201,Salisbury,NC,28144,Rowan,704-633-7100,704-633-7771,m-th 7:00 am-5:00 pm|f 7:00 am-3:00 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/611+Mocksville+Ave+Suite+201,+Salisbury,+NC,+28144,+USA/",DGX:NYSE,ATtYBwLUgJJlu12hrQXggNiAYwIv127qtlcbxAWfk_X3SMGFH5_22vGQHcuNDGh-pEkvO7Yh8go8rKKy8Lu_kyIFCoVcqEr66spRRv1n6rop5uGYdCTYAh6PW3s9W1raf_CjKxZahxujA7FGT5ttTIsYb49bg3tCeGIHz5UZ7UF8j2zORn2M,2
FL2,Quest Diagnostics - Wilmington,34.2073383,-77.9254952,"2032 S 17th St Suite 103 First Floor, Wilmington, NC, 28401",2032 S 17th St Suite 103 First Floor,Wilmington,NC,28401,New Hanover,910-251-8095,910-251-8793,Monday-Friday 7:00 am-11:30 am & 12:30 pm-3:00 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/2032+S+17th+St+Suite+103+First+Floor,+Wilmington,+NC,+28401,+USA/",DGX:NYSE,ATtYBwLiwDb7wYiPF8y7FEp6lxarbIMGE4apNRXGVKEiuquSP3JidGdJgzW7T5KvUvj8VfxZv5HlJ1qNI2JtmlhYkGDX2uIs5Sn4lzURilHqaQm0cy2BKtLHwM4wNO5ZBVXin5CpqzJ1X0EZckVVrw4PEyrtSMqXRxg4_KOD48eLa6H_eA8l,2
AZF,Quest Diagnostics - Winston Salem,36.083551,-80.304048,"200 Charlois Blvd Suite 420, Winston Salem, NC, 27103",200 Charlois Blvd Suite 420,Winston Salem,NC,27103,Forsyth,336-774-1110,336-774-1151,Monday-Friday 8:00 am-12:30 pm & 1:30 pm-4:00 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/200+Charlois+Blvd+Suite+420,+Winston+Salem,+NC,+27103,+USA/",DGX:NYSE,ATtYBwLHJP6KhzhVKF-6scU_l-WtIdgiNTJ418ZQ60HH57QbDLdtBNjacD4bs6Q7L0D4exHMI4YtjfjalbeAkVrwqGwmr9yVXwSwAX-XfO5O1QE38AgH3C6YkreNRQC-GxoE2wprJRk-MTbpBN6yprexQ-TUXCFkOuOX-RW0Qn_z6eOEf_q8,2
HF7,Quest Diagnostics - Aiken Uma ,33.5148596,-81.7247631,"934 Dougherty Road Suite B, Aiken, SC, 29803",934 Dougherty Road Suite B,Aiken,SC,29803,Aiken,803-644-4383,803-226-9018,Monday-Friday 8:00 am-1:00 pm & 2:00 pm-4:30 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/934+Dougherty+Road+Suite+B,+Aiken,+SC,+29803,+USA/",DGX:NYSE,ATtYBwJ5PVHACFSwGku7JgFCcGJyrS3yJJoqexOfaX4H_iQwgUGFkqFfWzuaJTsWD8p-QqSKXGeURMk6Ynf-khdYFtwfBYqq5J9KjTkVgME05uA8lysr7nHdwXwS1Libhye8nSl4kkRp4KGAfH1ztK2GEslXLWcbTVrmACysR66Iapc9CUPb,3
BFN,Quest Diagnostics - Bluffton ,32.2645099,-80.8582475,"25 Sherington Dr Suite B, Bluffton, SC, 29910",25 Sherington Dr Suite B,Bluffton,SC,29910,Beaufort,843-258-1103,843-706-2414,Monday-Friday 7:30 am-12:30 pm & 1:30 pm-4:00 pm,https://appointment.questdiagnostics.com/patient/findlocation,Quest Diagnostics,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/25+Sherington+Dr+Suite+B,+Bluffton,+SC,+29910,+USA/",DGX:NYSE,ATtYBwIc0Tg2kw4SCiW7QkBoX3rSrnbfgJUdwc-e4Yiw-Jj5RsZfwof0XkQlpub0QX-pqYFNRdbAYCI-g8ejnJ0sYr24Uk4YymYCFqACM78hBDKrpigimofZN7Nps0fa7Xeji-BJsGYQCAgUaT3cScSpjkXl0epr3HDF3JS3rEdXcDU-tN1J,3
