Store No.,Name,Latitude,Longitude,Address,Street,City,State,Zip_Code,County,Phone,Fax,Open Hours,URL,Provider,Updated Date,Country,Status,Direction URL,Stock Ticker,Photo Reference,Allergy Region
1871,Labcorp Kingman,35.348454,-114.058458,"2401 Stockton Hill Rd Ste 3, Kingman, AZ, 86401",2401 Stockton Hill Rd Ste 3,Kingman,AZ,86401,Mohave,928-692-0316,928-692-0480,monday-friday 7:00am-3:00pm drug screens 9:00am-2:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/2401+Stockton+Hill+Rd+Ste+3,+Kingman,+AZ,+86401,+USA/",LH:NYSE,ATtYBwK-TyQtUehw_Snhax5yBTCInrwbbNXhDxeKhLaZF0nRAvEGp8Ge2FBXPsDLPlEPTHQQFuV1jW5UNzD4JRMZJkDwGpJj85qdQPSZ0HG8aaRz2RYr_gWTuqVAI5-Wy4Nu5qrpNgpWozkkdyhDQzVrAQwwkB_4QNa0n68r0AdBxTxwANYq,11
36294,Labcorp Kinston,35.283792,-77.588905,"2201 N Herritage St, Kinston, NC, 28501",2201 N Herritage St,Kinston,NC,28501,Lenoir,252-986-8808,252-208-0694,mon - fri 8:00am-5:00pm clsd lunch 12:00pm-1:00p | drug screens 10:00am-11:30 1:00pm-3:30pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/2201+N+Herritage+St,+Kinston,+NC,+28501,+USA/",LH:NYSE,,2
31569,Labcorp Lagrange,33.043353,-85.034229,"303 Smith Street, Lagrange, GA, 30240",303 Smith Street,Lagrange,GA,30240,Troup,706-812-4084,706-884-1748,mon-fri 8:00a-5:00p | drug screen 8:00a-4:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/303+Smith+Street,+Lagrange,+GA,+30240,+USA/",LH:NYSE,ATtYBwL__c_v9aAiW9Vi6tcizqaKdQUhT9GTmUiUp1P3inKLqi4gssjer6eFHSB4e5_oew4sMiWL4OyqPaUKiLJHIFGfWo3KO1QMe0xA7RYtpeNW6KkRs_9q-A0CrLH2nny8iIpt6LfzUg8tJyp2CoQC_qKSHjqwPE4mdhBTUs712beuuwn_,3
36344,Labcorp Lagrange,41.66925,-85.425355,"2500 North Detroit St, Lagrange, IN, 46761",2500 North Detroit St,Lagrange,IN,46761,LaGrange,260-201-9493,833-985-0055,mon-fri 8:00am-4:00pm closed lunch 1:00pm-2:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/2500+North+Detroit+St,+Lagrange,+IN,+46761,+USA/",LH:NYSE,ATtYBwK02lHpe0ap-jNwBhAlvq4xrenOvtcgk9V3FldHoE9Nrr1DJfFsp9uJA7P-fJBsZ68ABLARDcmaL0h4DbwWbj1ysxgMLzY4hPFi8yO1p3A7fbc9wzM3KoG38txrKFhaiaFTlQOiX_mHIUCP49LoY0gxZS4RKmJDwaF3duPAwf9FkyGb,5
3267,Labcorp Lake Havasu City,34.4769,-114.329,"2082 Mesquite Ave Ste 114, Lake Havasu City, AZ, 86403",2082 Mesquite Ave Ste 114,Lake Havasu City,AZ,86403,Mohave,928-855-4077,928-855-5470,monday-friday 7:00am-3:00pm drug screens 9:00am-2:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/2082+Mesquite+Ave+Ste+114,+Lake+Havasu+City,+AZ,+86403,+USA/",LH:NYSE,ATtYBwKfvgk-8IgU6Fr8r1u6igXqd6yaj3J-JLhd55iK2cjJG3TdOH_NlYEPZvIH-e6kBa5_VaDcK4N6Vf1mZN09Q4GmWjS9H9_1njPIxKmb8_HUKk3wK1OtRrbTuqYE_C9UZv92HXJzt-yjLRpzappa6PXnaVXhsSxqW4iur6-TKXUkX0z1,11
27934,Labcorp Lancaster,39.717196,-82.576685,"401 North Ewing Street, Lancaster, OH, 43130",401 North Ewing Street,Lancaster,OH,43130,Fairfield,740-687-8140,740-687-8540,mon-fri 6:30am-3:00pm no employer wellness screening,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/401+North+Ewing+Street,+Lancaster,+OH,+43130,+USA/",LH:NYSE,ATtYBwLEOzNmCukiePZ4LDQexfEOfMLon0tQ4F1o5_zMJ8ys1eD9G07Kc1YH2XXnyvAPVui7mNyvF-cdkFppDNX58V-ob7-btMAM5g2iHAu1NQl8XO8bPaEK9sl2y1UdZMYqHwnQGSTHRmn3Et6uFehfAnPZCEKT9S2w_ZDtGDiTa6qKeyGw,5
27928,Labcorp Lancaster,39.743988,-82.585408,"1781 Countryside Drive, Lancaster, OH, 43130",1781 Countryside Drive,Lancaster,OH,43130,Fairfield,740-687-8600,740-654-1938,mon-fri 8:00am-2:00pm no employer wellness screening,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/1781+Countryside+Drive,+Lancaster,+OH,+43130,+USA/",LH:NYSE,ATtYBwLEOzNmCukiePZ4LDQexfEOfMLon0tQ4F1o5_zMJ8ys1eD9G07Kc1YH2XXnyvAPVui7mNyvF-cdkFppDNX58V-ob7-btMAM5g2iHAu1NQl8XO8bPaEK9sl2y1UdZMYqHwnQGSTHRmn3Et6uFehfAnPZCEKT9S2w_ZDtGDiTa6qKeyGw,5
27933,Labcorp Lancaster,39.730183,-82.618618,"1203-B River Valley Boulevard, Lancaster, OH, 43130",1203-B River Valley Boulevard,Lancaster,OH,43130,Fairfield,740-687-9048,740-687-5862,mon-fri 8:00am-4:30pm no employer wellness screening,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/1203-B+River+Valley+Boulevard,+Lancaster,+OH,+43130,+USA/",LH:NYSE,ATtYBwLEOzNmCukiePZ4LDQexfEOfMLon0tQ4F1o5_zMJ8ys1eD9G07Kc1YH2XXnyvAPVui7mNyvF-cdkFppDNX58V-ob7-btMAM5g2iHAu1NQl8XO8bPaEK9sl2y1UdZMYqHwnQGSTHRmn3Et6uFehfAnPZCEKT9S2w_ZDtGDiTa6qKeyGw,5
27929,Labcorp Lancaster,39.713692,-82.579304,"1159 East Main Street, Lancaster, OH, 43130",1159 East Main Street,Lancaster,OH,43130,Fairfield,740-687-8447,740-687-8652,mon-fri 6:30am-5:00pm no employer wellness screening,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/1159+East+Main+Street,+Lancaster,+OH,+43130,+USA/",LH:NYSE,ATtYBwLEOzNmCukiePZ4LDQexfEOfMLon0tQ4F1o5_zMJ8ys1eD9G07Kc1YH2XXnyvAPVui7mNyvF-cdkFppDNX58V-ob7-btMAM5g2iHAu1NQl8XO8bPaEK9sl2y1UdZMYqHwnQGSTHRmn3Et6uFehfAnPZCEKT9S2w_ZDtGDiTa6qKeyGw,5
27930,Labcorp Lancaster,39.741347,-82.633348,"2405 N Columbus St Ste 180, Lancaster, OH, 43130",2405 N Columbus St Ste 180,Lancaster,OH,43130,Fairfield,740-681-5661,740-689-9925,mon-fri 7:30am-4:00pm no employer wellness screening,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/2405+N+Columbus+St+Ste+180,+Lancaster,+OH,+43130,+USA/",LH:NYSE,ATtYBwLEOzNmCukiePZ4LDQexfEOfMLon0tQ4F1o5_zMJ8ys1eD9G07Kc1YH2XXnyvAPVui7mNyvF-cdkFppDNX58V-ob7-btMAM5g2iHAu1NQl8XO8bPaEK9sl2y1UdZMYqHwnQGSTHRmn3Et6uFehfAnPZCEKT9S2w_ZDtGDiTa6qKeyGw,5
27931,Labcorp Lancaster,39.739552,-82.569618,"1550 Sheridan Dr Suite 302, Lancaster, OH, 43130",1550 Sheridan Dr Suite 302,Lancaster,OH,43130,Fairfield,740-689-6423,740-653-1694,mon-fri 8:00am-4:30pm no employer wellness screening,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/1550+Sheridan+Dr+Suite+302,+Lancaster,+OH,+43130,+USA/",LH:NYSE,ATtYBwLEOzNmCukiePZ4LDQexfEOfMLon0tQ4F1o5_zMJ8ys1eD9G07Kc1YH2XXnyvAPVui7mNyvF-cdkFppDNX58V-ob7-btMAM5g2iHAu1NQl8XO8bPaEK9sl2y1UdZMYqHwnQGSTHRmn3Et6uFehfAnPZCEKT9S2w_ZDtGDiTa6qKeyGw,5
23107,Labcorp Laurel,31.689537,-89.138834,"1010 West 1st Street, Laurel, MS, 39440",1010 West 1st Street,Laurel,MS,39440,Jones,601-649-7496,601-649-7635,monday-friday 8:00a-4:00p | lunch 12:00p-1:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/1010+West+1st+Street,+Laurel,+MS,+39440,+USA/",LH:NYSE,ATtYBwJhmC9W3C5B0HY5blJwCQpQX2P_EI24S5O5PnXy8xVACjpswAwHngQlr-v8csk-7GVAJIJ4gYMbCcfulHchrHNiH-_g2kkOiBzNAZPB9P2ZzmpyaKyzxAdUxeTj0eUkNmpU2OBZOCNeOvRYXFXW7Ct_9M_AJG3BBM-ln5qxgzmttzYb,6
36324,Labcorp Laurel,31.693964,-89.146637,"419 N 16th, Laurel, MS, 39440",419 N 16th,Laurel,MS,39440,Jones,601-994-1404,601-426-0066,mon-fri 8:00a-4:00p | lunch 12:00p-1:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/419+N+16th,+Laurel,+MS,+39440,+USA/",LH:NYSE,ATtYBwJhmC9W3C5B0HY5blJwCQpQX2P_EI24S5O5PnXy8xVACjpswAwHngQlr-v8csk-7GVAJIJ4gYMbCcfulHchrHNiH-_g2kkOiBzNAZPB9P2ZzmpyaKyzxAdUxeTj0eUkNmpU2OBZOCNeOvRYXFXW7Ct_9M_AJG3BBM-ln5qxgzmttzYb,6
30159,Labcorp Lawrenceburg,35.272049,-87.319469,"2121 North Locust Avenue, Lawrenceburg, TN, 38464",2121 North Locust Avenue,Lawrenceburg,TN,38464,Lawrence,931-766-5415,931-766-5416,mon-fri 7:30a-4:00p | lunch 12:30p-1:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/2121+North+Locust+Avenue,+Lawrenceburg,+TN,+38464,+USA/",LH:NYSE,ATtYBwJ92bIiGdf79a034xq9eu5WBuOxfE0NC_pzjssSTV1zyEzesYF93qCfl6nB8jWnbcxF2kaxw86uO-tLG5NXANhwz-vaVOv3nIZMmWxHGXyYuk3Ct9qd0wmS_rkbaikKQxu2FjS7kHy97oV-g1aFFqSQsK0xU0HngDy_e0L__6IuzmCM,5
35479,Labcorp Lenoir City,35.798924,-84.226108,"5779 Creekwood Park Blvd 240, Lenoir City, TN, 37772",5779 Creekwood Park Blvd 240,Lenoir City,TN,37772,Loudon,865-635-2870,865-986-1759,mon-fri 7:00a-4:30p | paternity 7:00a-3:30p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/5779+Creekwood+Park+Blvd+240,+Lenoir+City,+TN,+37772,+USA/",LH:NYSE,ATtYBwLU1zmQN3pRbjs9e7OQiwPAW1jyyJCv9G9rfqWpihhbV3Dmdh94a-eRJYCldXjha0gimiJXOnYu-QZbuVaRf7v26h4iDUyYuSrt0yp-OzsWP-Zpk-sP7xOjMZqdWIywSQzvq46gmncRh5_EFe3m6_82LFW6loAO_pqsf8ybXeHefyyQ,5
27545,Labcorp Lewisburg,37.815614,-80.42897,"1464 N Jefferson St, Lewisburg, WV, 24901",1464 N Jefferson St,Lewisburg,WV,24901,Greenbrier,304-647-1225,304-645-4802,mon-fri 8:00am-4:30pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/1464+N+Jefferson+St,+Lewisburg,+WV,+24901,+USA/",LH:NYSE,ATtYBwIN2AHhUmEqYYvOKv2Un_2XTGOixET3xI00QvC_mqAudZPs2iXxxi0kG6nUy9Pvy-OYcKb-8hvxCVzPKb-d0QUBx90WsAE89HHHrAetXDTwa1UixgX2of3Y4DHXRJjdaV4gX8khd2eTRaQnH7Zh1TYGjl1jkLkexyBt4Audh_LwoDcb,5
1096,Labcorp Lewisburg,37.763842,-80.50442,"3738 Davis Stuart Rd Ste 101, Lewisburg, WV, 24901",3738 Davis Stuart Rd Ste 101,Lewisburg,WV,24901,Greenbrier,304-645-2220,304-645-3022,mon-fri 7:30am-4:30pm lunch 1:00pm-2:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/3738+Davis+Stuart+Rd+Ste+101,+Lewisburg,+WV,+24901,+USA/",LH:NYSE,ATtYBwIN2AHhUmEqYYvOKv2Un_2XTGOixET3xI00QvC_mqAudZPs2iXxxi0kG6nUy9Pvy-OYcKb-8hvxCVzPKb-d0QUBx90WsAE89HHHrAetXDTwa1UixgX2of3Y4DHXRJjdaV4gX8khd2eTRaQnH7Zh1TYGjl1jkLkexyBt4Audh_LwoDcb,5
30341,Labcorp Lillington,35.404701,-78.815445,"100 South 10th Street, Lillington, NC, 27546",100 South 10th Street,Lillington,NC,27546,Harnett,910-814-2841,910-814-2847,monday-friday 8:00am-4:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/100+South+10th+Street,+Lillington,+NC,+27546,+USA/",LH:NYSE,ATtYBwIsmEZU-sF-M_ON4nsZ1eQE0XzzAhXaCVwtdX-LMI5xwEhWroMuLy7fdH6ssvTCbc6baSJtc2wEf4p8bicyQTmoJA9LF9JSHxsxSxqEkAg_6-7RMEqhDUpzCDApe3afVEkaNjKz7fpaYNYzlHOvWxP9hSWA_ZdxFXHl7ntRVsHF12op,2
27611,Labcorp Lima,40.740017,-84.123313,"915 W Market St, Lima, OH, 45805",915 W Market St,Lima,OH,45805,Allen,419-221-2413,419-221-2403,mon-fri 7:30am-4:00pm lunch 11:30a-12:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/915+W+Market+St,+Lima,+OH,+45805,+USA/",LH:NYSE,ATtYBwJyA3GdeJLHKVJ-RA7mKelGsirlHaBzScQ6KFjzbtzM48MvMlaq_nhdIS-zwZcdj0fRalWmKZLCNbcF4ZmonjtZ8_6Kxgd72PIO-HPscVr4HeukXu7ulKfHJTDdQc12YiIIC8rjhqj6yckexVg-yFQ5ase1SbtlHKE_9LR2AjmCrAtF,5
35601,Labcorp Littleton,44.307288,-71.801852,"551 Meadow Street, Littleton, NH, 03561",551 Meadow Street,Littleton,NH,3561,Grafton,603-761-3660,603-761-7791,sun-saturday 8:00a-8:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/551+Meadow+Street,+Littleton,+NH,+03561,+USA/",LH:NYSE,ATtYBwKBwGaAeizTAueXy6gvvCIudHElqv8Z1esob4Z7ShkgRaC3ei2hdMsQ0K69U7lobjnQMpaL1O2ZIU6Gw_4eqvtK52Sjugvkx6ymsYcm8M8nREa8Z6rpvReM-Bgozk_MQugwP2C0YV3GutMZXrYOSZ6YT9ooZEaaaZUr1isWgtMqZ_VX,1
26672,Labcorp Logansport,40.752851,-86.38153,"902 W Broadway, Logansport, IN, 46947",902 W Broadway,Logansport,IN,46947,Cass,574-739-0004,574-739-0105,monday-friday 6:00am-5:00pm saturday 7:00am-11:00a,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/902+W+Broadway,+Logansport,+IN,+46947,+USA/",LH:NYSE,ATtYBwKZND92PfK85uIGkAjBAt1_9as3r4Xjk3cgB3QPGxMpy23wUIGLiJRI44Cxx6yTlMN5EvTJ3_Rp_C2SlGvuvOaIyTdn4xApFMla3q5zWLgJVxxags4cPFzshMyUQm2573MCrHLXBfTTBXhsEumprFvSw5jl8Bw08_lUTCyUdrOh0e5J,5
24481,Labcorp London,37.12921,-84.085681,"202 West 7th Street, London, KY, 40741",202 West 7th Street,London,KY,40741,Laurel,606-864-9427,606-877-1604,mon-fri 8:00am-4:30pm lunch 12:00pm-1:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/202+West+7th+Street,+London,+KY,+40741,+USA/",LH:NYSE,ATtYBwI9mqnTBeJhMXZ1J4sbD6C4JDXnNwHoIxccYTbZ90Ign24lQWpgoz6RNfEujthBSw6SStNyxqik6iw5eNmrLSx2FoNCieVVF7mmgJ0dIZEXHlxYsmu608EzaRFsqU5QvTn6TOMH0LMgWIZhW031Dn0i2oVReGTS9gsC_23IcMycrtbY,5
36483,Labcorp Lorain,41.419401,-82.20886,"5411 Leavitt Rd, Lorain, OH, 44053",5411 Leavitt Rd,Lorain,OH,44053,Lorain,440-271-2280,440-960-0003,monday-friday 7:00am-4:00pm drug screens 7:00am-3:00pm lunch 12:00p-1:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/5411+Leavitt+Rd,+Lorain,+OH,+44053,+USA/",LH:NYSE,ATtYBwKPbrL8dop0yRFn6X5aPkcS3D2QpFZg9egh3yi9vjB4NkkvXBD3cT3pbiZp8e6HP1VYIbD7SmrMF_Y9pJ92pX0sZfPjBGNgqbELSyHIMcXKBQDp8yuzUWoj9vdSzZ4Jhg0TfeUqBjP03s4hPXOuyUCO30I5tgjm_XqYEFuqRbT8myHa,5
29719,Labcorp Louisa,38.11757,-82.605796,"412 North Lock Ave, Louisa, KY, 41230",412 North Lock Ave,Louisa,KY,41230,Lawrence,606-638-9282,606-638-9283,mon-fri 8:00am-5:00pm lunch 1:00pm-2:00pm drug screens 9:00am-12:00p | drug screens 2:00pm-4:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/412+North+Lock+Ave,+Louisa,+KY,+41230,+USA/",LH:NYSE,ATtYBwJEo5ExMVEKQVPuQyDtE6gF50Bve8pFbewbQjDBHc_8MGz2gLn-mIvYJ7pFyR4odpkUTiNvYADOutO1tjQKs-ceytldlR1xpnX-PKJ234jfjomJdQCzj3MC-fkHwLuaLvRCeokQpmmG9OgnZ3w1gFJimpuuvt-gJCtrmV6_3FusrSl7,5
31837,Labcorp Madison,30.471413,-83.419898,"224 Nw Crane Avenue, Madison, FL, 32340",224 Nw Crane Avenue,Madison,FL,32340,Madison,850-973-2271,850-973-2202,mon-sat 7:00a-5:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/224+Nw+Crane+Avenue,+Madison,+FL,+32340,+USA/",LH:NYSE,ATtYBwJPqtbCIPdlzuo1jsgBVot1nhvvmXyewxxS9ifW9EuIu8q7ciyY07iQVdE7KaVXWyepetow-GbmfNZs0zlJ-vo9ahK951iaoCDrm-IvmI9gPmQ0-pjPULI4vnBkCJCJFRZmxb3oYSMpjwvP8foXA2xKEYGQxv_-4VeKHyRY4ogry4ZL,3
30559,Labcorp Madison,43.1265,-89.3315,"3402 Kinsman Blvd, Madison, WI, 53704",3402 Kinsman Blvd,Madison,WI,53704,Dane,608-443-1433,844-887-7314,mon-wed 7:30am-12:00p | thursday closed friday 8:00am-12:00p | saturday 8:00am-12:00p | 12:00p-12:30p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/3402+Kinsman+Blvd,+Madison,+WI,+53704,+USA/",LH:NYSE,ATtYBwI_65w4PuyebyBL211RM1PoRQHe1S3VRYg9c6IrkuN3InzxDuMf9DcZW8P9DxDbBpumyly1xKmV_Y7kYwgo2J27obLXL43a7Zmx0caKaKAxK7O_rTxRrCl1TqsbxA8c8tOS6arfVdlp-g6dpPDhoEw_WTJuCvOkmgKeHse6d8xCxF8K,7
36523,Labcorp Marion,40.575623,-85.673366,"1323 N Baldwin Ave, Marion, IN, 46952",1323 N Baldwin Ave,Marion,IN,46952,Grant,765-481-3424,765-651-0136,mon-fri 8:00am-4:30pm closed lunch 12:00pm-1:00p | drug screen 8:30am-11:30a hours 1:00pm-4:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/1323+N+Baldwin+Ave,+Marion,+IN,+46952,+USA/",LH:NYSE,ATtYBwInSgQ3F7tyD65hT0SVHS3CsuyoCZle5wGrE-InRTz4y7-mIaivTPekj5f1tR_buQhnKHZnm69dmCK815qpP1CWq7GMrGceG1q3YnmxQ5YHNjT4k223B3cUzI4enVIvP9RlyiQ2AeP2uijh8QHJek6xR2PvgvO2K2SV_X4xsXkPtUlY,5
29129,Labcorp Marshall,39.391594,-87.701689,"408 North 2nd St, Marshall, IL, 62441",408 North 2nd St,Marshall,IL,62441,Clark,217-826-2361,217-826-6695,mon-fri 8:00am-4:30pm drug screens 8:30am-4:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/408+North+2nd+St,+Marshall,+IL,+62441,+USA/",LH:NYSE,ATtYBwJfpvRNJkfIitfMfMc03K9Owh46iHL4i8fv7BEk6MiQ4m3xQ-HLwLaiiPudoPhmyBYACIB1bWEIhE1XaW77pATxOCgqcrMNIupNv4dANFZozYxLmDhDdOWwmHzOE9f-bwuBq8nDDJc7XCJoVGAR-kKsjdjU-JNheb2klFy2WunPkJAA,8
23457,Labcorp Maysville,38.639354,-83.806167,"910 Kenton Station Drive, Maysville, KY, 41056",910 Kenton Station Drive,Maysville,KY,41056,Mason,606-759-0689,606-759-0679,mon-fri 8:00am-4:30pm lunch 12:30p-1:00p | no drug scrns,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/910+Kenton+Station+Drive,+Maysville,+KY,+41056,+USA/",LH:NYSE,ATtYBwKR5L6n34mLJHzSy1lqAyj_74H6rmcirFlo3TOy8pI3uAhhltlv-e_ovFh2SnIjgqikbEIfTDTJcFuIWIGUtti94oiokMfDJVyUNwJOX9pt4tQHDPXSrdr0AzKmN0NZv6FyfgZXZBujMcp7KpJ1_c4BqF6zmTl9UvE7yGBSqTQh_kLh,5
30400,Labcorp Meadville,41.620325,-80.167783,"18471 Smock Highway Suite 107, Meadville, PA, 16335",18471 Smock Highway Suite 107,Meadville,PA,16335,Crawford,814-333-3627,814-333-3638,mon-fri 8:00am-8:00pm sasun 8:00am-8:00pm limited services call for details,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/18471+Smock+Highway+Suite+107,+Meadville,+PA,+16335,+USA/",LH:NYSE,,1
29285,Labcorp Mebane,36.073918,-79.270152,"3940 Arrowhead Blvd Ste 240, Mebane, NC, 27302",3940 Arrowhead Blvd Ste 240,Mebane,NC,27302,Alamance,919-563-9500,919-563-9509,mon - fri 8:00am-5:00pm lunch closed 12:00p-1:00p | drug screens 8:00a-11:30a drug screens 1:00p-4:30p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/3940+Arrowhead+Blvd+Ste+240,+Mebane,+NC,+27302,+USA/",LH:NYSE,ATtYBwJYSC1l_-oiMrxBzQ5kNC_jkERtxv_dAeXr_2eNkbfjOG2D_WpLDxyNCn7S4GnAoq_trk6aqmTbOhGodzL3nA6BMo9xZohOkA5pb-m6vfTWPfeSivmcyz5kx4pGuIt3T5DaR5vPBWkoyNSCOM2djGg-vzac-Haf_Vae0lzvF-I9mp-J,2
24834,Labcorp Mechanicsville,37.626543,-77.385883,"8220 Meadowbridge Road, Mechanicsville, VA, 23116",8220 Meadowbridge Road,Mechanicsville,VA,23116,Hanover,804-569-0312,804-730-2304,m - f 7:30a-4:30p | pediatrics 7:30a-4:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/8220+Meadowbridge+Road,+Mechanicsville,+VA,+23116,+USA/",LH:NYSE,ATtYBwLUc-71TGtGHfCy5Hl3uVBDqha0mwKc1OkIVJQ-Ggk0pc5KSTxqw2J2S-Zp03sSMvRPNwzKL5WvUsTqKV9iOVzEnu-qxdstYIRPGXjNBiJhQ_rquPzQM0dB0gM0y6JvOuIg_XTH3sTY8g43n2DmXCLEgjmgxM0AHBinBcyUpHar0QYr,2
27245,Labcorp Mechanicsville,37.628698,-77.375406,"8239 Meadowbridge Road Ste B, Mechanicsville, VA, 23116",8239 Meadowbridge Road Ste B,Mechanicsville,VA,23116,Hanover,804-569-6345,804-569-6347,mon - fri 7:30a-5:00p,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/8239+Meadowbridge+Road+Ste+B,+Mechanicsville,+VA,+23116,+USA/",LH:NYSE,ATtYBwLUc-71TGtGHfCy5Hl3uVBDqha0mwKc1OkIVJQ-Ggk0pc5KSTxqw2J2S-Zp03sSMvRPNwzKL5WvUsTqKV9iOVzEnu-qxdstYIRPGXjNBiJhQ_rquPzQM0dB0gM0y6JvOuIg_XTH3sTY8g43n2DmXCLEgjmgxM0AHBinBcyUpHar0QYr,2
7190,Labcorp Mesa,33.437395,-111.698991,"6118 E Brown Rd, Mesa, AZ, 85205",6118 E Brown Rd,Mesa,AZ,85205,Maricopa,480-981-1231,480-981-1406,monday-friday 7:00am-3:00pm saturday 7:00am-12:00p | mon-fri drugs 9:00am-2:00pm,https://www.labcorp.com/labs-and-appointments-advanced-search,LabCorp,2021-05-03,USA,Open,"https://www.google.com/maps/dir/Current+Location/6118+E+Brown+Rd,+Mesa,+AZ,+85205,+USA/",LH:NYSE,ATtYBwJil0EHCiKvottkpuuc2ngDKyd5dWviy1wns-RiY0l__V9UeTCTQseywXCtYX66GnBy7lKInHjjKv5TngakFFSw3nQl2YQoS9KfHLRt9YfTrfd-HL_uMbmQ2rMalzOfTzED-01E_-2m2M3J4_j28sqhvM3bfEUJfsLfooCBQBkFSkO3,12
